,script_timestamp,nvidia_timestamp,gpu_index,gpu_name,power_draw_watts,memory_used_MiB,utilization_percent
0,2026-04-01 10:55:44.852713,2026/04/01 10:55:44.894,0,NVIDIA A100-SXM-64GB,59.10,0,0
1,2026-04-01 10:55:44.852713,2026/04/01 10:55:44.897,1,NVIDIA A100-SXM-64GB,59.42,0,0
2,2026-04-01 10:55:44.852713,2026/04/01 10:55:44.900,2,NVIDIA A100-SXM-64GB,61.31,0,0
3,2026-04-01 10:55:44.852713,2026/04/01 10:55:44.902,3,NVIDIA A100-SXM-64GB,59.94,0,0
4,2026-04-01 10:55:50.011661,2026/04/01 10:55:50.063,0,NVIDIA A100-SXM-64GB,59.16,0,0
5,2026-04-01 10:55:50.011661,2026/04/01 10:55:50.068,1,NVIDIA A100-SXM-64GB,59.49,0,0
6,2026-04-01 10:55:50.011661,2026/04/01 10:55:50.070,2,NVIDIA A100-SXM-64GB,61.70,0,0
7,2026-04-01 10:55:50.011661,2026/04/01 10:55:50.076,3,NVIDIA A100-SXM-64GB,59.94,0,0
8,2026-04-01 10:55:55.084109,2026/04/01 10:55:55.123,0,NVIDIA A100-SXM-64GB,59.10,0,0
9,2026-04-01 10:55:55.084109,2026/04/01 10:55:55.126,1,NVIDIA A100-SXM-64GB,59.42,0,0
10,2026-04-01 10:55:55.084109,2026/04/01 10:55:55.131,2,NVIDIA A100-SXM-64GB,61.31,0,0
11,2026-04-01 10:55:55.084109,2026/04/01 10:55:55.135,3,NVIDIA A100-SXM-64GB,59.94,0,0
12,2026-04-01 10:56:00.143251,2026/04/01 10:56:00.182,0,NVIDIA A100-SXM-64GB,59.10,0,0
13,2026-04-01 10:56:00.143251,2026/04/01 10:56:00.185,1,NVIDIA A100-SXM-64GB,59.49,0,0
14,2026-04-01 10:56:00.143251,2026/04/01 10:56:00.190,2,NVIDIA A100-SXM-64GB,61.37,0,0
15,2026-04-01 10:56:00.143251,2026/04/01 10:56:00.196,3,NVIDIA A100-SXM-64GB,59.94,0,0
16,2026-04-01 10:56:05.203922,2026/04/01 10:56:05.243,0,NVIDIA A100-SXM-64GB,59.16,0,0
17,2026-04-01 10:56:05.203922,2026/04/01 10:56:05.246,1,NVIDIA A100-SXM-64GB,59.49,0,0
18,2026-04-01 10:56:05.203922,2026/04/01 10:56:05.248,2,NVIDIA A100-SXM-64GB,61.37,0,0
19,2026-04-01 10:56:05.203922,2026/04/01 10:56:05.251,3,NVIDIA A100-SXM-64GB,59.94,0,0
20,2026-04-01 10:56:10.260832,2026/04/01 10:56:10.300,0,NVIDIA A100-SXM-64GB,59.16,0,0
21,2026-04-01 10:56:10.260832,2026/04/01 10:56:10.304,1,NVIDIA A100-SXM-64GB,59.49,0,0
22,2026-04-01 10:56:10.260832,2026/04/01 10:56:10.306,2,NVIDIA A100-SXM-64GB,61.37,0,0
23,2026-04-01 10:56:10.260832,2026/04/01 10:56:10.309,3,NVIDIA A100-SXM-64GB,60.00,0,0
24,2026-04-01 10:56:15.316660,2026/04/01 10:56:15.356,0,NVIDIA A100-SXM-64GB,59.10,0,0
25,2026-04-01 10:56:15.316660,2026/04/01 10:56:15.359,1,NVIDIA A100-SXM-64GB,59.42,0,0
26,2026-04-01 10:56:15.316660,2026/04/01 10:56:15.361,2,NVIDIA A100-SXM-64GB,61.70,0,0
27,2026-04-01 10:56:15.316660,2026/04/01 10:56:15.364,3,NVIDIA A100-SXM-64GB,60.00,0,0
28,2026-04-01 10:56:20.374429,2026/04/01 10:56:20.426,0,NVIDIA A100-SXM-64GB,59.10,0,0
29,2026-04-01 10:56:20.374429,2026/04/01 10:56:20.428,1,NVIDIA A100-SXM-64GB,59.49,0,0
30,2026-04-01 10:56:20.374429,2026/04/01 10:56:20.434,2,NVIDIA A100-SXM-64GB,61.37,0,0
31,2026-04-01 10:56:20.374429,2026/04/01 10:56:20.437,3,NVIDIA A100-SXM-64GB,59.94,0,0
32,2026-04-01 10:56:25.444891,2026/04/01 10:56:25.485,0,NVIDIA A100-SXM-64GB,59.16,0,0
33,2026-04-01 10:56:25.444891,2026/04/01 10:56:25.487,1,NVIDIA A100-SXM-64GB,59.49,0,0
34,2026-04-01 10:56:25.444891,2026/04/01 10:56:25.490,2,NVIDIA A100-SXM-64GB,61.37,0,0
