,script_timestamp,nvidia_timestamp,gpu_index,gpu_name,power_draw_watts,memory_used_MiB,utilization_percent
0,2026-05-19 10:04:22.476351,2026/05/19 10:04:22.517,0,NVIDIA A100-SXM-64GB,63.72,0,0
1,2026-05-19 10:04:22.476351,2026/05/19 10:04:22.520,1,NVIDIA A100-SXM-64GB,66.27,0,0
2,2026-05-19 10:04:22.476351,2026/05/19 10:04:22.522,2,NVIDIA A100-SXM-64GB,63.31,0,0
3,2026-05-19 10:04:22.476351,2026/05/19 10:04:22.525,3,NVIDIA A100-SXM-64GB,61.15,0,0
4,2026-05-19 10:04:27.589490,2026/05/19 10:04:27.630,0,NVIDIA A100-SXM-64GB,63.78,0,0
5,2026-05-19 10:04:27.589490,2026/05/19 10:04:27.632,1,NVIDIA A100-SXM-64GB,66.34,0,0
6,2026-05-19 10:04:27.589490,2026/05/19 10:04:27.635,2,NVIDIA A100-SXM-64GB,63.37,0,0
7,2026-05-19 10:04:27.589490,2026/05/19 10:04:27.638,3,NVIDIA A100-SXM-64GB,61.21,0,0
8,2026-05-19 10:04:32.646215,2026/05/19 10:04:32.698,0,NVIDIA A100-SXM-64GB,63.65,0,0
9,2026-05-19 10:04:32.646215,2026/05/19 10:04:32.704,1,NVIDIA A100-SXM-64GB,66.27,0,0
10,2026-05-19 10:04:32.646215,2026/05/19 10:04:32.707,2,NVIDIA A100-SXM-64GB,63.31,0,0
11,2026-05-19 10:04:32.646215,2026/05/19 10:04:32.709,3,NVIDIA A100-SXM-64GB,61.15,0,0
12,2026-05-19 10:04:37.721402,2026/05/19 10:04:37.761,0,NVIDIA A100-SXM-64GB,63.78,0,0
13,2026-05-19 10:04:37.721402,2026/05/19 10:04:37.764,1,NVIDIA A100-SXM-64GB,66.34,0,0
14,2026-05-19 10:04:37.721402,2026/05/19 10:04:37.767,2,NVIDIA A100-SXM-64GB,63.37,0,0
15,2026-05-19 10:04:37.721402,2026/05/19 10:04:37.770,3,NVIDIA A100-SXM-64GB,61.15,0,0
16,2026-05-19 10:04:42.780172,2026/05/19 10:04:42.820,0,NVIDIA A100-SXM-64GB,63.72,0,0
17,2026-05-19 10:04:42.780172,2026/05/19 10:04:42.822,1,NVIDIA A100-SXM-64GB,66.27,0,0
18,2026-05-19 10:04:42.780172,2026/05/19 10:04:42.825,2,NVIDIA A100-SXM-64GB,62.98,0,0
19,2026-05-19 10:04:42.780172,2026/05/19 10:04:42.827,3,NVIDIA A100-SXM-64GB,61.15,0,0
20,2026-05-19 10:04:47.839462,2026/05/19 10:04:47.880,0,NVIDIA A100-SXM-64GB,63.72,0,0
21,2026-05-19 10:04:47.839462,2026/05/19 10:04:47.882,1,NVIDIA A100-SXM-64GB,66.27,0,0
22,2026-05-19 10:04:47.839462,2026/05/19 10:04:47.885,2,NVIDIA A100-SXM-64GB,63.37,0,0
23,2026-05-19 10:04:47.839462,2026/05/19 10:04:47.887,3,NVIDIA A100-SXM-64GB,61.15,0,0
24,2026-05-19 10:04:52.898062,2026/05/19 10:04:52.939,0,NVIDIA A100-SXM-64GB,63.72,0,0
25,2026-05-19 10:04:52.898062,2026/05/19 10:04:52.941,1,NVIDIA A100-SXM-64GB,66.27,0,0
26,2026-05-19 10:04:52.898062,2026/05/19 10:04:52.944,2,NVIDIA A100-SXM-64GB,63.31,0,0
27,2026-05-19 10:04:52.898062,2026/05/19 10:04:52.946,3,NVIDIA A100-SXM-64GB,61.15,0,0
28,2026-05-19 10:04:57.957416,2026/05/19 10:04:57.997,0,NVIDIA A100-SXM-64GB,63.72,0,0
29,2026-05-19 10:04:57.957416,2026/05/19 10:04:58.007,1,NVIDIA A100-SXM-64GB,66.34,0,0
30,2026-05-19 10:04:57.957416,2026/05/19 10:04:58.009,2,NVIDIA A100-SXM-64GB,63.04,0,0
31,2026-05-19 10:04:57.957416,2026/05/19 10:04:58.012,3,NVIDIA A100-SXM-64GB,61.15,0,0
32,2026-05-19 10:05:03.020599,2026/05/19 10:05:03.073,0,NVIDIA A100-SXM-64GB,63.65,0,0
33,2026-05-19 10:05:03.020599,2026/05/19 10:05:03.076,1,NVIDIA A100-SXM-64GB,66.27,0,0
34,2026-05-19 10:05:03.020599,2026/05/19 10:05:03.081,2,NVIDIA A100-SXM-64GB,63.31,0,0
35,2026-05-19 10:05:03.020599,2026/05/19 10:05:03.084,3,NVIDIA A100-SXM-64GB,61.15,0,0
36,2026-05-19 10:05:08.093495,2026/05/19 10:05:08.146,0,NVIDIA A100-SXM-64GB,63.65,0,0
37,2026-05-19 10:05:08.093495,2026/05/19 10:05:08.149,1,NVIDIA A100-SXM-64GB,66.21,0,0
38,2026-05-19 10:05:08.093495,2026/05/19 10:05:08.152,2,NVIDIA A100-SXM-64GB,63.31,0,0
39,2026-05-19 10:05:08.093495,2026/05/19 10:05:08.154,3,NVIDIA A100-SXM-64GB,61.09,0,0
40,2026-05-19 10:05:13.163455,2026/05/19 10:05:13.215,0,NVIDIA A100-SXM-64GB,63.65,0,0
