2025/09/15 15:58:18.602, 0, NVIDIA A100-SXM-64GB, 59088, 81.49
2025/09/15 15:58:18.605, 1, NVIDIA A100-SXM-64GB, 59080, 75.52
2025/09/15 15:58:18.607, 2, NVIDIA A100-SXM-64GB, 59080, 76.42
2025/09/15 15:58:18.609, 3, NVIDIA A100-SXM-64GB, 59088, 75.21
2025/09/15 15:58:19.612, 0, NVIDIA A100-SXM-64GB, 59088, 81.58
2025/09/15 15:58:19.614, 1, NVIDIA A100-SXM-64GB, 59080, 75.18
2025/09/15 15:58:19.618, 2, NVIDIA A100-SXM-64GB, 59080, 75.81
2025/09/15 15:58:19.619, 3, NVIDIA A100-SXM-64GB, 59088, 74.87
2025/09/15 15:58:20.622, 0, NVIDIA A100-SXM-64GB, 59088, 81.91
2025/09/15 15:58:20.624, 1, NVIDIA A100-SXM-64GB, 59080, 75.18
2025/09/15 15:58:20.626, 2, NVIDIA A100-SXM-64GB, 59080, 75.81
2025/09/15 15:58:20.628, 3, NVIDIA A100-SXM-64GB, 59088, 75.21
2025/09/15 15:58:21.631, 0, NVIDIA A100-SXM-64GB, 59088, 81.58
2025/09/15 15:58:21.633, 1, NVIDIA A100-SXM-64GB, 59080, 75.18
2025/09/15 15:58:21.635, 2, NVIDIA A100-SXM-64GB, 59080, 75.81
2025/09/15 15:58:21.637, 3, NVIDIA A100-SXM-64GB, 59088, 74.87
2025/09/15 15:58:22.642, 0, NVIDIA A100-SXM-64GB, 59088, 81.58
2025/09/15 15:58:22.644, 1, NVIDIA A100-SXM-64GB, 59080, 75.18
2025/09/15 15:58:22.646, 2, NVIDIA A100-SXM-64GB, 59080, 75.74
2025/09/15 15:58:22.648, 3, NVIDIA A100-SXM-64GB, 59088, 74.87
2025/09/15 15:58:23.651, 0, NVIDIA A100-SXM-64GB, 59088, 81.58
2025/09/15 15:58:23.653, 1, NVIDIA A100-SXM-64GB, 59080, 75.18
2025/09/15 15:58:23.655, 2, NVIDIA A100-SXM-64GB, 59080, 75.81
2025/09/15 15:58:23.657, 3, NVIDIA A100-SXM-64GB, 59088, 74.87
2025/09/15 15:58:24.660, 0, NVIDIA A100-SXM-64GB, 59088, 81.91
2025/09/15 15:58:24.665, 1, NVIDIA A100-SXM-64GB, 59080, 75.18
2025/09/15 15:58:24.668, 2, NVIDIA A100-SXM-64GB, 59080, 76.34
2025/09/15 15:58:24.670, 3, NVIDIA A100-SXM-64GB, 59088, 74.87
2025/09/15 15:58:25.673, 0, NVIDIA A100-SXM-64GB, 59088, 82.10
2025/09/15 15:58:25.675, 1, NVIDIA A100-SXM-64GB, 59080, 75.10
2025/09/15 15:58:25.677, 2, NVIDIA A100-SXM-64GB, 59080, 75.74
2025/09/15 15:58:25.679, 3, NVIDIA A100-SXM-64GB, 59088, 75.21
2025/09/15 15:58:26.682, 0, NVIDIA A100-SXM-64GB, 59088, 81.82
2025/09/15 15:58:26.684, 1, NVIDIA A100-SXM-64GB, 59080, 75.10
2025/09/15 15:58:26.686, 2, NVIDIA A100-SXM-64GB, 59080, 75.74
2025/09/15 15:58:26.688, 3, NVIDIA A100-SXM-64GB, 59088, 75.21
2025/09/15 15:58:27.691, 0, NVIDIA A100-SXM-64GB, 59088, 81.58
2025/09/15 15:58:27.692, 1, NVIDIA A100-SXM-64GB, 59080, 75.72
2025/09/15 15:58:27.694, 2, NVIDIA A100-SXM-64GB, 59080, 75.74
2025/09/15 15:58:27.696, 3, NVIDIA A100-SXM-64GB, 59088, 74.87
2025/09/15 15:58:28.700, 0, NVIDIA A100-SXM-64GB, 59088, 82.18
2025/09/15 15:58:28.702, 1, NVIDIA A100-SXM-64GB, 59080, 75.52
2025/09/15 15:58:28.703, 2, NVIDIA A100-SXM-64GB, 59080, 75.81
2025/09/15 15:58:28.705, 3, NVIDIA A100-SXM-64GB, 59088, 74.87
2025/09/15 15:58:29.709, 0, NVIDIA A100-SXM-64GB, 59088, 81.58
2025/09/15 15:58:29.711, 1, NVIDIA A100-SXM-64GB, 59080, 75.52
2025/09/15 15:58:29.713, 2, NVIDIA A100-SXM-64GB, 59080, 76.34
2025/09/15 15:58:29.715, 3, NVIDIA A100-SXM-64GB, 59088, 74.87
2025/09/15 15:58:30.719, 0, NVIDIA A100-SXM-64GB, 59088, 81.58
2025/09/15 15:58:30.721, 1, NVIDIA A100-SXM-64GB, 59080, 75.52
2025/09/15 15:58:30.723, 2, NVIDIA A100-SXM-64GB, 59080, 76.42
2025/09/15 15:58:30.725, 3, NVIDIA A100-SXM-64GB, 59088, 74.87
2025/09/15 15:58:31.728, 0, NVIDIA A100-SXM-64GB, 59088, 82.18
2025/09/15 15:58:31.730, 1, NVIDIA A100-SXM-64GB, 59080, 75.18
2025/09/15 15:58:31.734, 2, NVIDIA A100-SXM-64GB, 59080, 76.01
2025/09/15 15:58:31.736, 3, NVIDIA A100-SXM-64GB, 59088, 74.87
2025/09/15 15:58:32.739, 0, NVIDIA A100-SXM-64GB, 59088, 110.39
2025/09/15 15:58:32.741, 1, NVIDIA A100-SXM-64GB, 59080, 104.37
2025/09/15 15:58:32.743, 2, NVIDIA A100-SXM-64GB, 59080, 103.33
2025/09/15 15:58:32.747, 3, NVIDIA A100-SXM-64GB, 59088, 104.27
2025/09/15 15:58:33.752, 0, NVIDIA A100-SXM-64GB, 59088, 124.59
2025/09/15 15:58:33.754, 1, NVIDIA A100-SXM-64GB, 59080, 116.98
