2025/09/15 17:21:35.605, 0, NVIDIA A100-SXM-64GB, 59264, 78.13
2025/09/15 17:21:35.607, 1, NVIDIA A100-SXM-64GB, 59264, 78.32
2025/09/15 17:21:35.609, 2, NVIDIA A100-SXM-64GB, 59264, 72.16
2025/09/15 17:21:35.612, 3, NVIDIA A100-SXM-64GB, 59264, 75.58
2025/09/15 17:21:36.615, 0, NVIDIA A100-SXM-64GB, 59264, 78.13
2025/09/15 17:21:36.621, 1, NVIDIA A100-SXM-64GB, 59264, 78.05
2025/09/15 17:21:36.623, 2, NVIDIA A100-SXM-64GB, 59264, 71.82
2025/09/15 17:21:36.624, 3, NVIDIA A100-SXM-64GB, 59264, 75.58
2025/09/15 17:21:37.627, 0, NVIDIA A100-SXM-64GB, 59264, 78.13
2025/09/15 17:21:37.629, 1, NVIDIA A100-SXM-64GB, 59264, 77.71
2025/09/15 17:21:37.631, 2, NVIDIA A100-SXM-64GB, 59264, 71.82
2025/09/15 17:21:37.633, 3, NVIDIA A100-SXM-64GB, 59264, 75.58
2025/09/15 17:21:38.636, 0, NVIDIA A100-SXM-64GB, 59264, 78.13
2025/09/15 17:21:38.638, 1, NVIDIA A100-SXM-64GB, 59264, 77.44
2025/09/15 17:21:38.640, 2, NVIDIA A100-SXM-64GB, 59264, 71.82
2025/09/15 17:21:38.642, 3, NVIDIA A100-SXM-64GB, 59264, 75.58
2025/09/15 17:21:39.645, 0, NVIDIA A100-SXM-64GB, 59264, 77.79
2025/09/15 17:21:39.647, 1, NVIDIA A100-SXM-64GB, 59264, 77.71
2025/09/15 17:21:39.649, 2, NVIDIA A100-SXM-64GB, 59264, 71.82
2025/09/15 17:21:39.651, 3, NVIDIA A100-SXM-64GB, 59264, 75.58
2025/09/15 17:21:40.654, 0, NVIDIA A100-SXM-64GB, 59264, 77.79
2025/09/15 17:21:40.656, 1, NVIDIA A100-SXM-64GB, 59264, 77.71
2025/09/15 17:21:40.657, 2, NVIDIA A100-SXM-64GB, 59264, 71.82
2025/09/15 17:21:40.659, 3, NVIDIA A100-SXM-64GB, 59264, 75.58
2025/09/15 17:21:41.662, 0, NVIDIA A100-SXM-64GB, 59264, 78.13
2025/09/15 17:21:41.664, 1, NVIDIA A100-SXM-64GB, 59264, 77.44
2025/09/15 17:21:41.668, 2, NVIDIA A100-SXM-64GB, 59264, 71.75
2025/09/15 17:21:41.672, 3, NVIDIA A100-SXM-64GB, 59264, 75.58
2025/09/15 17:21:42.677, 0, NVIDIA A100-SXM-64GB, 59264, 77.79
2025/09/15 17:21:42.679, 1, NVIDIA A100-SXM-64GB, 59264, 77.71
2025/09/15 17:21:42.681, 2, NVIDIA A100-SXM-64GB, 59264, 71.75
2025/09/15 17:21:42.683, 3, NVIDIA A100-SXM-64GB, 59264, 75.58
2025/09/15 17:21:43.686, 0, NVIDIA A100-SXM-64GB, 59264, 77.79
2025/09/15 17:21:43.688, 1, NVIDIA A100-SXM-64GB, 59264, 77.44
2025/09/15 17:21:43.690, 2, NVIDIA A100-SXM-64GB, 59264, 71.75
2025/09/15 17:21:43.692, 3, NVIDIA A100-SXM-64GB, 59264, 75.58
2025/09/15 17:21:44.695, 0, NVIDIA A100-SXM-64GB, 59264, 77.79
2025/09/15 17:21:44.697, 1, NVIDIA A100-SXM-64GB, 59264, 77.71
2025/09/15 17:21:44.699, 2, NVIDIA A100-SXM-64GB, 59264, 71.75
2025/09/15 17:21:44.700, 3, NVIDIA A100-SXM-64GB, 59264, 75.25
2025/09/15 17:21:45.703, 0, NVIDIA A100-SXM-64GB, 59264, 77.79
2025/09/15 17:21:45.706, 1, NVIDIA A100-SXM-64GB, 59264, 77.44
2025/09/15 17:21:45.708, 2, NVIDIA A100-SXM-64GB, 59264, 71.75
2025/09/15 17:21:45.709, 3, NVIDIA A100-SXM-64GB, 59264, 75.25
2025/09/15 17:21:46.712, 0, NVIDIA A100-SXM-64GB, 59264, 77.79
2025/09/15 17:21:46.715, 1, NVIDIA A100-SXM-64GB, 59264, 77.71
