,script_timestamp,nvidia_timestamp,gpu_index,gpu_name,power_draw_watts,memory_used_MiB,utilization_percent
0,2026-05-16 09:15:40.428491,2026/05/16 09:15:40.470,0,NVIDIA A100-SXM-64GB,64.19,0,0
1,2026-05-16 09:15:40.428491,2026/05/16 09:15:40.473,1,NVIDIA A100-SXM-64GB,66.14,0,0
2,2026-05-16 09:15:40.428491,2026/05/16 09:15:40.478,2,NVIDIA A100-SXM-64GB,61.83,0,0
3,2026-05-16 09:15:40.428491,2026/05/16 09:15:40.481,3,NVIDIA A100-SXM-64GB,60.76,0,0
4,2026-05-16 09:15:45.555452,2026/05/16 09:15:45.595,0,NVIDIA A100-SXM-64GB,64.19,0,0
5,2026-05-16 09:15:45.555452,2026/05/16 09:15:45.597,1,NVIDIA A100-SXM-64GB,66.14,0,0
6,2026-05-16 09:15:45.555452,2026/05/16 09:15:45.600,2,NVIDIA A100-SXM-64GB,61.83,0,0
7,2026-05-16 09:15:45.555452,2026/05/16 09:15:45.603,3,NVIDIA A100-SXM-64GB,60.82,0,0
8,2026-05-16 09:15:50.611870,2026/05/16 09:15:50.651,0,NVIDIA A100-SXM-64GB,64.19,0,0
9,2026-05-16 09:15:50.611870,2026/05/16 09:15:50.654,1,NVIDIA A100-SXM-64GB,66.14,0,0
10,2026-05-16 09:15:50.611870,2026/05/16 09:15:50.657,2,NVIDIA A100-SXM-64GB,61.76,0,0
11,2026-05-16 09:15:50.611870,2026/05/16 09:15:50.662,3,NVIDIA A100-SXM-64GB,60.76,0,0
12,2026-05-16 09:15:55.670673,2026/05/16 09:15:55.710,0,NVIDIA A100-SXM-64GB,64.19,0,0
13,2026-05-16 09:15:55.670673,2026/05/16 09:15:55.712,1,NVIDIA A100-SXM-64GB,66.14,0,0
14,2026-05-16 09:15:55.670673,2026/05/16 09:15:55.717,2,NVIDIA A100-SXM-64GB,61.76,0,0
15,2026-05-16 09:15:55.670673,2026/05/16 09:15:55.719,3,NVIDIA A100-SXM-64GB,60.76,0,0
16,2026-05-16 09:16:00.729439,2026/05/16 09:16:00.769,0,NVIDIA A100-SXM-64GB,64.19,0,0
17,2026-05-16 09:16:00.729439,2026/05/16 09:16:00.772,1,NVIDIA A100-SXM-64GB,66.14,0,0
18,2026-05-16 09:16:00.729439,2026/05/16 09:16:00.775,2,NVIDIA A100-SXM-64GB,61.83,0,0
19,2026-05-16 09:16:00.729439,2026/05/16 09:16:00.777,3,NVIDIA A100-SXM-64GB,60.76,0,0
20,2026-05-16 09:16:05.786880,2026/05/16 09:16:05.826,0,NVIDIA A100-SXM-64GB,64.19,0,0
21,2026-05-16 09:16:05.786880,2026/05/16 09:16:05.831,1,NVIDIA A100-SXM-64GB,66.14,0,0
22,2026-05-16 09:16:05.786880,2026/05/16 09:16:05.834,2,NVIDIA A100-SXM-64GB,61.83,0,0
23,2026-05-16 09:16:05.786880,2026/05/16 09:16:05.837,3,NVIDIA A100-SXM-64GB,60.82,0,0
24,2026-05-16 09:16:10.846248,2026/05/16 09:16:10.886,0,NVIDIA A100-SXM-64GB,64.19,0,0
25,2026-05-16 09:16:10.846248,2026/05/16 09:16:10.889,1,NVIDIA A100-SXM-64GB,66.14,0,0
26,2026-05-16 09:16:10.846248,2026/05/16 09:16:10.892,2,NVIDIA A100-SXM-64GB,62.04,0,0
27,2026-05-16 09:16:10.846248,2026/05/16 09:16:10.895,3,NVIDIA A100-SXM-64GB,60.76,0,0
28,2026-05-16 09:16:15.907945,2026/05/16 09:16:15.948,0,NVIDIA A100-SXM-64GB,64.19,0,0
29,2026-05-16 09:16:15.907945,2026/05/16 09:16:15.954,1,NVIDIA A100-SXM-64GB,66.14,0,0
30,2026-05-16 09:16:15.907945,2026/05/16 09:16:15.956,2,NVIDIA A100-SXM-64GB,61.76,0,0
31,2026-05-16 09:16:15.907945,2026/05/16 09:16:15.962,3,NVIDIA A100-SXM-64GB,60.76,0,0
32,2026-05-16 09:16:20.973276,2026/05/16 09:16:21.012,0,NVIDIA A100-SXM-64GB,64.26,0,0
33,2026-05-16 09:16:20.973276,2026/05/16 09:16:21.015,1,NVIDIA A100-SXM-64GB,66.21,0,0
34,2026-05-16 09:16:20.973276,2026/05/16 09:16:21.018,2,NVIDIA A100-SXM-64GB,61.83,0,0
35,2026-05-16 09:16:20.973276,2026/05/16 09:16:21.021,3,NVIDIA A100-SXM-64GB,60.82,0,0
36,2026-05-16 09:16:26.030118,2026/05/16 09:16:26.082,0,NVIDIA A100-SXM-64GB,64.19,0,0
